chrom,start,end,snps,Ancestor.Control,Ancestor.Low,Ancestor.High,Control.Low,Control.High,Low.High
2L,1485001,1490000,124,0.00640035,0.0105881,0.00595317,0.0156146,0.0262438,0.0296752
2L,1490001,1495000,210,0.0137414,0.00238622,0.0150779,0.0227638,0.0523266,0.0204647
2L,1495001,1500000,128,0.00896661,0.00490782,0.0186168,0.0275581,0.0529001,0.0197222
2L,1500001,1505000,142,-0.000472479,0.00410864,0.0172647,0.00278387,0.0348353,0.034017
2L,1505001,1510000,169,0.000675919,0.00435992,0.00447541,0.00938287,0.0113089,0.0164333
2L,1510001,1515000,180,0.00306998,0.00450054,0.00791261,0.0145759,0.0242422,0.0138293
2L,1515001,1520000,175,0.0038679,0.00278176,0.00483904,0.0173083,0.0113451,0.0161921
2L,1520001,1525000,152,0.00874444,0.0111485,0.00393843,0.0128513,0.00832827,0.0240283
2L,1525001,1530000,131,0.00920696,0.00873448,-0.000109782,0.0252472,0.00475287,0.0170291
2L,1530001,1535000,166,0.00803802,0.00498595,0.00494028,0.0183106,0.0118372,0.0165107
2L,1535001,1540000,158,0.00625765,0.0023367,0.0180601,0.0176223,0.0299405,0.0195206
2L,1540001,1545000,186,0.0197013,0.0109311,0.00942771,0.0231897,0.026293,0.0108817
2L,1545001,1550000,155,0.0154126,0.00642792,0.0126669,0.0300041,0.0212242,0.0224581
2L,1550001,1555000,240,0.0110697,0.0137564,0.0189038,0.0301112,0.0552661,0.0270513
2L,1555001,1560000,168,0.0194236,0.0322847,0.00644495,0.0365858,0.0325885,0.0183375
2L,1560001,1565000,144,0.0112717,0.0105439,0.00577654,0.0227984,0.0291523,0.00604471
2L,1565001,1570000,148,0.00314111,0.0281561,0.00939251,0.0349979,0.016419,0.0150323
2L,1570001,1575000,43,0.00954246,0.00666685,0.000777855,0.0120683,0.0209259,0.00857754
2L,1575001,1580000,166,0.0106453,0.00256997,0.0012337,0.007624,0.018969,0.00657386
2L,1580001,1585000,150,0.0149113,0.00194417,0.002363,0.0178537,0.0244584,0.00830564
2L,1585001,1590000,149,0.0179522,0.0111591,0.000939577,0.0155386,0.0187098,0.0195366
2L,1590001,1595000,161,0.00897818,0.00307747,0.00152509,0.00602357,0.00825487,0.00755886
2L,1595001,1600000,165,0.0211775,0.00355919,0.00576119,0.0149621,0.01595,0.00924587
2L,1600001,1605000,194,0.029845,0.00254855,0.0123097,0.0229201,0.0148801,0.0096866
2L,1605001,1610000,146,0.00627042,0.00768581,0.0233027,0.00640984,0.0176252,0.0216917
2L,1610001,1615000,261,0.0195314,0.00863678,0.0174541,0.0245511,0.0136312,0.0217644
2L,1615001,1620000,172,0.0102033,0.021499,0.00944149,0.022082,0.0261949,0.0198487
2L,1620001,1625000,225,0.0111943,0.00573203,0.00778845,0.0155547,0.0243361,0.0192574
2L,1625001,1630000,225,0.013052,0.019828,0.0111225,0.00691333,0.0335145,0.0468166
2L,1630001,1635000,204,0.0256254,0.0151823,0.0096509,0.0168903,0.0289757,0.0198906
2L,1635001,1640000,200,0.028289,0.00750357,0.00934903,0.0144257,0.0362249,0.0274653
2L,1640001,1645000,177,0.0210154,0.0103922,0.00457712,0.0228516,0.0247608,0.0192962
2L,1645001,1650000,207,0.00907036,0.0033776,0.0108882,0.00507927,0.0193028,0.00684439
2L,1650001,1655000,123,0.0192776,0.00886443,0.0159666,0.0135925,0.0156363,0.0209453
2L,1655001,1660000,186,0.0509595,0.00885182,0.0118382,0.0296724,0.0349991,0.0121097
2L,1660001,1665000,133,0.0273542,0.0093335,0.0114857,0.0315051,0.0231294,0.0131307
2L,1665001,1670000,150,0.0388108,0.012262,0.00656012,0.0355713,0.0419652,0.0187736
2L,1670001,1675000,169,0.0216653,0.0103034,0.0130853,0.0132125,0.0304553,0.0188399
2L,1675001,1680000,174,0.0178557,0.010273,0.0107323,0.0193622,0.0259892,0.0146033
2L,1680001,1685000,0,nan,nan,nan,nan,nan,nan
2L,1685001,1690000,131,0.0246186,0.00898677,0.00631869,0.0128383,0.0371453,0.0191389
2L,1690001,1695000,132,0.0278059,0.00800653,0.0034804,0.0218968,0.0433585,0.0176452
2L,1695001,1700000,103,0.0228483,0.0103116,0.00538165,0.019416,0.0254817,0.0161545
2L,1700001,1705000,105,0.0150036,0.007298,0.00923227,0.0120978,0.0401299,0.0324824
2L,1705001,1710000,159,0.00727112,0.0067516,0.0113613,0.0100174,0.0124455,0.0124859
2L,1710001,1715000,125,0.00716716,0.00177166,0.0130361,0.0133672,0.0345667,0.0218709
2L,1715001,1720000,204,0.0122985,0.00352463,0.00158561,0.0126027,0.0161363,0.0118252
2L,1720001,1725000,203,0.012396,0.00725275,0.00876365,0.0263099,0.0221088,0.0114278
2L,1725001,1730000,137,0.0190473,-6.042e-05,0.00530415,0.0251847,0.0410743,0.00275084
2L,1730001,1735000,198,0.0199906,0.0160829,0.0093079,0.0290754,0.028072,0.0174733
2L,1735001,1740000,133,0.0125613,0.00409139,-0.00202948,0.00922723,0.0102181,0.00537346
2L,1740001,1745000,181,0.0223096,0.0107076,0.00409222,0.0262218,0.0216853,0.0143333
2L,1745001,1750000,167,0.017709,0.00571128,0.00535576,0.0146923,0.0280636,0.0148388
2L,1750001,1755000,180,0.0313764,0.00972728,0.00878032,0.0135006,0.0350396,0.0192577
2L,1755001,1760000,140,0.0161066,-0.000337082,0.00631248,0.00650124,0.0186157,0.0089446
2L,1760001,1765000,189,0.00890267,0.0141245,0.00423116,0.0187344,0.0186816,0.0188712
2L,1765001,1770000,249,0.0150965,0.0107783,0.007472,0.0111541,0.00916027,0.00458264
2L,1770001,1775000,257,0.0107101,0.00367253,0.00395952,0.0119,0.00972552,0.00580075
2L,1775001,1780000,259,0.00426252,0.00402813,0.000630518,0.00429139,0.00419206,0.00362282
2L,1780001,1785000,158,0.0102261,0.0114586,0.00808212,0.0135176,0.0195589,0.00789874
2L,1785001,1790000,218,0.0168209,0.00220399,0.00435044,0.0200366,0.0295604,0.00528468
2L,1790001,1795000,237,0.0128878,0.00365367,0.0147625,0.0192446,0.0293774,0.0147072
2L,1795001,1800000,238,0.0115703,0.00772627,0.0119623,0.022776,0.0321496,0.0162456
2L,1800001,1805000,74,0.00104473,-0.000142922,0.000468484,0.00886064,0.00983439,0.000593646
2L,1805001,1810000,122,0.00117579,0.00271337,0.00435773,0.00319712,0.00867056,0.00731203
2L,1810001,1815000,190,0.00738836,0.00640852,0.0074864,0.0115084,0.0176851,0.0165749
2L,1815001,1820000,153,0.0116833,-0.00127039,0.00513915,0.0144997,0.0111513,0.00627065
2L,1820001,1825000,162,0.00348829,0.00789343,0.0100717,0.0132237,0.0183315,0.0215867
2L,1825001,1830000,186,0.0091845,0.00813446,0.0117196,0.0109257,0.0254232,0.0173598
2L,1830001,1835000,181,0.0230195,0.00585296,0.012954,0.0175433,0.027763,0.0123119
2L,1835001,1840000,232,0.0198142,0.0031128,0.00935079,0.0152944,0.0158048,0.0130495
2L,1840001,1845000,172,0.0161494,0.00490929,0.012518,0.0226099,0.014927,0.0172295
2L,1845001,1850000,195,0.0179305,0.0029755,0.00669512,0.0150817,0.0214979,0.0107818
2L,1850001,1855000,173,0.0141951,0.00837402,0.00589338,0.0265024,0.0194837,0.0180892
2L,1855001,1860000,126,0.0134354,0.015168,0.00650974,0.0335624,0.0242058,0.0084956
2L,1860001,1865000,137,0.0229318,0.00305622,0.0138048,0.0155927,0.0353914,0.0207158
2L,1865001,1870000,160,0.0364359,0.0174352,0.0179932,0.016429,0.019604,0.022002
2L,1870001,1875000,153,0.0108782,0.00895378,0.00884508,0.0180744,0.0148952,0.0246374
2L,1875001,1880000,194,0.0078135,0.010261,0.00556295,0.00517395,0.0140685,0.00875099
2L,1880001,1885000,110,0.00741627,0.00157783,0.00877315,0.00933268,0.0226102,0.0166825
2L,1885001,1890000,181,0.00743574,0.00622249,-0.000268502,0.0142951,0.00949438,0.00738128
2L,1890001,1895000,144,0.0140012,0.00487031,0.00708331,0.021569,0.0179605,0.0154239
2L,1895001,1900000,0,nan,nan,nan,nan,nan,nan
2L,1900001,1905000,152,0.0177481,0.0154903,0.00198187,0.00887175,0.0160303,0.0155812
2L,1905001,1910000,235,0.0174729,0.0162436,0.0149086,0.0223762,0.0221331,0.0293902
2L,1910001,1915000,181,0.00742584,0.00718209,0.00602535,0.0145373,0.0183323,0.0190199
2L,1915001,1920000,165,0.00949108,0.00881369,0.0037086,0.0186591,0.0177106,0.0140056
2L,1920001,1925000,187,0.0111774,0.0109489,0.0137208,0.0180053,0.0251058,0.0174531
2L,1925001,1930000,166,0.0167374,0.00597222,0.00718115,0.0113491,0.0198867,0.014724
2L,1930001,1935000,166,0.0188239,0.0202792,0.0103392,0.01909,0.0102731,0.0115199
2L,1935001,1940000,127,0.0129989,0.0151078,0.00176002,0.0179787,0.0177465,0.0235068
2L,1940001,1945000,140,0.0111502,0.00597118,0.00142983,0.0142221,0.0140928,0.0052292
2L,1945001,1950000,196,0.00680755,0.012323,0.00572757,0.0244994,0.0218168,0.0145368
2L,1950001,1955000,191,0.0051871,0.00936766,0.01026,0.0143496,0.0212427,0.0254596
2L,1955001,1960000,201,0.0334712,0.0128421,0.00684975,0.0385394,0.0244446,0.0194792
2L,1960001,1965000,214,0.00640752,0.0286209,0.00480536,0.0239051,0.0163302,0.0385715
2L,1965001,1970000,187,0.0113743,0.0170753,0.0112716,0.024782,0.0409324,0.0276316
2L,1970001,1975000,158,0.0166169,0.0134395,0.0151778,0.0162316,0.0642078,0.0394148
2L,1975001,1980000,140,0.0219058,0.00852992,0.0185846,0.0151308,0.0740625,0.0355793
2L,1980001,1985000,127,0.0162098,0.0193042,0.010032,0.0159554,0.0490486,0.0370952
2L,1985001,1990000,185,0.00927642,0.00506899,0.0115003,0.00930823,0.0416466,0.0169585
2L,1990001,1995000,187,0.00959087,0.00703436,0.0041045,0.0113199,0.0171191,0.0126603
2L,1995001,2000000,184,0.0158206,0.00810961,0.00562214,0.0135692,0.0173189,0.0181031
2L,2000001,2005000,150,0.00870434,0.0156407,0.00378243,0.00800946,0.0179099,0.0210531
2L,2005001,2010000,149,0.00278362,0.01865,0.0101883,0.0136209,0.0266367,0.0547792
2L,2010001,2015000,165,0.00431184,0.0105619,0.000987924,0.00710322,0.0122371,0.0113367
2L,2015001,2020000,121,0.0134101,0.00809838,0.00474108,0.0113488,0.0224936,0.0108294
2L,2020001,2025000,172,0.0167958,0.012532,0.0010613,0.0157407,0.0227288,0.0133361
2L,2025001,2030000,158,0.00951733,0.00513865,0.00506418,0.0177539,0.021004,0.00851073
2L,2030001,2035000,94,0.0187621,0.0105537,0.00551869,0.0208253,0.0161793,0.0199868
2L,2035001,2040000,99,0.00820242,0.0121654,0.00229494,0.00254212,0.0174191,0.0169593
2L,2040001,2045000,89,0.0134745,0.0160843,0.000965952,0.00509755,0.00797267,0.0105437
2L,2045001,2050000,171,0.0110343,0.0131898,0.00149587,0.00958522,0.0162312,0.0132804
2L,2050001,2055000,151,0.00700774,0.0118492,0.0041891,0.0105266,0.0144144,0.012262
2L,2055001,2060000,137,0.0104479,0.0253332,0.00725922,0.00860377,0.0120622,0.0237921
2L,2060001,2065000,176,0.0193527,0.0212974,0.00168773,0.0126722,0.0224758,0.023641
2L,2065001,2070000,182,0.0187668,0.013878,0.00684422,0.0291892,0.0424518,0.0201131
2L,2070001,2075000,125,0.0210516,0.00918089,0.0315012,0.0113564,0.0296961,0.0265706
2L,2075001,2080000,149,0.0141621,0.0143124,0.011447,0.013214,0.0388101,0.0219752
2L,2080001,2085000,138,0.0275585,0.0175689,0.0140472,0.0157777,0.0661949,0.0327738
2L,2085001,2090000,134,0.0222727,0.0197387,0.0150685,0.00656896,0.0528891,0.0460609
2L,2090001,2095000,123,0.0159315,0.0109834,0.00649708,0.0185215,0.0360416,0.0165696
2L,2095001,2100000,195,0.0150128,0.0150523,0.0162756,0.0124297,0.0140749,0.0217812
2L,2100001,2105000,14,0.00264119,0.00531254,0.000530863,0.0110544,0.00214185,0.00409488
2L,2105001,2110000,13,0.0284186,0.0120336,8.761e-06,0.0104555,0.0185425,0.0140643
2L,2110001,2115000,128,0.0162006,0.00862454,0.014945,0.0123006,0.038459,0.0147515
2L,2115001,2120000,7,-0.00491405,-0.00414193,0.00397414,-0.00432987,0.00263196,0.0127017
2L,2120001,2125000,181,0.022021,0.00912351,0.00791489,0.0194089,0.036666,0.0123407
2L,2125001,2130000,109,0.0219818,0.0217169,0.0124436,0.0267733,0.0340991,0.0353182
2L,2130001,2135000,97,0.020052,0.0130432,0.00373602,0.0146415,0.0297405,0.0257328
2L,2135001,2140000,79,0.00918475,0.00489657,0.00931506,0.0123358,0.0153306,0.0190965
2L,2140001,2145000,66,0.0121976,0.00668556,0.00490604,0.024993,0.0110408,0.0204192
2L,2145001,2150000,109,0.0237281,0.0214272,0.0142775,0.0145234,0.0146469,0.0124345
2L,2150001,2155000,56,0.0301939,0.015654,0.0110581,0.0152155,0.0367706,0.0257141
2L,2155001,2160000,79,0.0284492,0.0138968,0.00883248,0.0218934,0.0206348,0.0249075
2L,2160001,2165000,131,0.0110286,0.0150614,0.00631033,0.0115988,0.024249,0.024718
2L,2165001,2170000,132,0.016715,0.0240284,0.00878564,0.0168192,0.0399132,0.0433653
2L,2170001,2175000,107,0.0341175,0.0116964,0.00425362,0.0156672,0.0374109,0.0174269
2L,2175001,2180000,93,0.0221705,0.0222461,0.0114149,0.0190233,0.0229422,0.0311807
2L,2180001,2185000,131,0.050776,0.0123266,0.00206064,0.0169578,0.0653048,0.0222156
2L,2185001,2190000,95,0.0197526,0.0140518,0.00121866,0.012195,0.0273694,0.0198341
2L,2190001,2195000,34,0.00418833,0.0197273,0.00304685,0.00985774,0.0107873,0.0378633
2L,2195001,2200000,0,nan,nan,nan,nan,nan,nan
2L,2200001,2205000,57,0.0240195,0.00776661,0.0156325,0.0209079,0.0159281,0.0181466
2L,2205001,2210000,147,0.0370955,0.0298702,0.0152321,0.0156074,0.0313288,0.013492
2L,2210001,2215000,95,0.0369487,0.026638,0.00929631,0.00762369,0.0447359,0.0429404
2L,2215001,2220000,57,0.0249862,0.0113313,0.0159296,0.00183684,0.0745558,0.0544206
2L,2220001,2225000,72,0.0229966,0.0401648,0.0114549,0.00263589,0.0574588,0.0808856
2L,2225001,2230000,56,0.0305755,0.023859,0.00843253,0.0149213,0.0675465,0.0383769
2L,2230001,2235000,56,0.0116723,0.0223279,0.00761864,0.00554676,0.0280753,0.0274222
2L,2235001,2240000,75,0.0122106,0.0211769,0.0148946,0.00866184,0.0485615,0.0647316
2L,2240001,2245000,110,0.0242282,0.00790804,0.00565468,0.00751712,0.0443235,0.019109
2L,2245001,2250000,142,0.023368,0.0225948,0.0122656,0.0199723,0.031045,0.0572056
2L,2250001,2255000,115,0.015395,0.00829285,0.00695164,0.0220034,0.0247684,0.0261342
2L,2255001,2260000,154,0.0197967,0.0189615,0.00859048,0.0184149,0.0424333,0.0269844
2L,2260001,2265000,194,0.0135907,0.0155955,0.00967062,0.0239229,0.0183961,0.0170118
2L,2265001,2270000,214,0.0128338,0.0177456,0.0232054,0.0364364,0.0224478,0.0472286
2L,2270001,2275000,151,0.00916462,0.00778762,0.0137753,0.00716614,0.0136972,0.0191518
2L,2275001,2280000,143,0.00759861,0.00689755,0.0163835,0.0091314,0.0221361,0.0252939
2L,2280001,2285000,135,0.00726531,0.0261033,0.00635748,0.0306189,0.0216888,0.0199429
2L,2285001,2290000,159,0.00933183,0.0219515,0.0100959,0.0173316,0.0198589,0.0339022
2L,2290001,2295000,129,0.0094516,0.0302095,0.0329942,0.0413819,0.0348426,0.0586408
2L,2295001,2300000,37,0.0105926,0.0163284,0.0158115,0.0170035,0.0272122,0.022456
2L,2300001,2305000,176,0.00971262,0.00937321,0.00836493,0.014812,0.0283031,0.0208081
2L,2305001,2310000,197,0.00704463,0.0136795,0.0100579,0.011395,0.0265112,0.0235244
2L,2310001,2315000,172,0.00896636,0.0145864,0.0162452,0.0148488,0.0331209,0.0194235
2L,2315001,2320000,128,0.0117992,0.0164762,0.00858595,0.00944215,0.022124,0.0200641
2L,2320001,2325000,149,0.00532399,0.00988166,0.0178135,0.0103743,0.0265357,0.028888
2L,2325001,2330000,153,0.0133898,0.0206671,0.0145808,0.0118761,0.0157896,0.0165102
2L,2330001,2335000,179,0.0288051,0.0122186,0.0187901,0.0169056,0.0197196,0.0265682
2L,2335001,2340000,118,0.0177885,0.0147942,0.0194201,0.00773723,0.0336817,0.0251179
2L,2340001,2345000,181,0.0108183,0.0232875,0.00769415,0.0189294,0.0219176,0.0357497
2L,2345001,2350000,192,0.018454,0.00987341,0.00638914,0.0222486,0.0243279,0.0146874
2L,2350001,2355000,207,0.0223684,0.0098095,0.0070579,0.0255279,0.0321828,0.0198874
2L,2355001,2360000,193,0.0191919,0.0102232,0.00200495,0.0293551,0.039102,0.0112378
2L,2360001,2365000,132,0.00701741,0.0101893,0.00252118,0.00453997,0.0101945,0.0091327
2L,2365001,2370000,113,0.0231469,0.0238218,0.000290212,0.00355395,0.0306585,0.0250295
2L,2370001,2375000,155,0.0193806,0.00682114,0.00924026,0.0176986,0.0184881,0.0142469
2L,2375001,2380000,102,0.0234579,0.0106541,0.014854,0.0298188,0.0577901,0.012079
2L,2380001,2385000,151,0.0208859,0.00615665,0.0100277,0.013424,0.0466614,0.0176486
2L,2385001,2390000,169,0.0204869,0.0130296,0.00899137,0.036922,0.0345179,0.0229437
2L,2390001,2395000,146,0.0417388,0.00835905,0.0077963,0.0552704,0.0554481,0.0180464
2L,2395001,2400000,248,0.0136119,0.0192486,0.00532059,0.0228505,0.0251253,0.034011
2L,2400001,2405000,169,0.0358048,0.00242796,0.000869131,0.0273013,0.0414537,0.00685397
2L,2405001,2410000,132,0.0214409,0.00248488,0.0351233,0.0085594,0.0195584,0.0236522
2L,2410001,2415000,136,0.0182137,0.0123787,0.0169609,0.00463689,0.0205295,0.0127875
2L,2415001,2420000,136,0.0194776,0.0204876,0.0204324,0.0151263,0.0275799,0.017447
2L,2420001,2425000,196,0.0148882,0.00647899,0.00785528,0.0118185,0.0311971,0.00655909
2L,2425001,2430000,126,0.0159278,0.0113174,0.0123202,0.0307226,0.0364087,0.0134888
2L,2430001,2435000,127,0.0111918,0.0161299,0.017056,0.0191797,0.0209517,0.0457452
2L,2435001,2440000,119,0.012918,0.0266522,0.00461622,0.0218836,0.0224786,0.0225446
2L,2440001,2445000,116,0.0208717,0.00729928,0.00537183,0.0123986,0.0507904,0.0214032
2L,2445001,2450000,139,0.00656214,0.00850914,0.00933667,0.0199407,0.0252165,0.0185458
2L,2450001,2455000,110,0.0175821,0.00674418,0.00530148,0.0169631,0.0307882,0.0123027
2L,2455001,2460000,97,0.0284328,0.00975485,0.0178035,0.0290556,0.0654368,0.0466281
2L,2460001,2465000,160,0.0300616,0.00410775,0.0133601,0.0243151,0.0729985,0.0241537
2L,2465001,2470000,117,0.0139117,0.018152,0.00663738,0.0186577,0.0225716,0.0319554
2L,2470001,2475000,105,0.00670518,0.0201939,0.0163817,0.0157439,0.0291191,0.0275697
2L,2475001,2480000,132,0.0101285,0.0181404,0.019071,0.0214609,0.0381977,0.0178709
2L,2480001,2485000,155,0.0267975,0.0249238,0.0363439,0.0441464,0.0843248,0.0288656
2L,2485001,2490000,114,0.00946292,0.00489132,0.0212306,0.0101369,0.0314404,0.0199939
2L,2490001,2495000,92,0.0125415,0.00885973,0.0193766,0.0252762,0.0204842,0.0267689
2L,2495001,2500000,124,0.0244996,0.0112673,0.0245709,0.03521,0.0337803,0.0295312
2L,2500001,2505000,257,0.0129121,0.0052288,0.0134673,0.0225519,0.0508743,0.0227338
2L,2505001,2510000,183,0.00927518,0.00658169,0.00467945,0.0172178,0.016848,0.013763
2L,2510001,2515000,184,0.027581,0.0160273,0.0146836,0.0322363,0.0279698,0.020459
2L,2515001,2520000,184,0.00634634,0.0119592,0.0147507,0.0174557,0.0269303,0.0453273
2L,2520001,2525000,169,0.00972112,0.0141306,0.0148483,0.0248981,0.029238,0.0221826
2L,2525001,2530000,181,0.0112208,0.0219312,0.00825959,0.0248932,0.0288471,0.0281419
2L,2530001,2535000,130,0.0101814,0.00567013,0.0149677,0.00635304,0.0346873,0.0209464
2L,2535001,2540000,159,0.00747987,0.00762316,0.0150346,0.015511,0.0412881,0.0282317
2L,2540001,2545000,191,0.0186595,0.0149184,0.00992408,0.0556695,0.0428165,0.0271722
2L,2545001,2550000,240,0.00653652,0.0251118,0.00917362,0.0304784,0.0299724,0.0271286
2L,2550001,2555000,180,0.00854224,0.00775891,0.0106631,0.0176716,0.0322976,0.0204493
2L,2555001,2560000,159,0.0312363,0.012248,0.0271441,0.0336174,0.0734183,0.0345485
2L,2560001,2565000,193,0.00740569,0.0173683,0.0155588,0.0292243,0.0235456,0.0328456
2L,2565001,2570000,19,0.0324287,0.0135883,0.00376259,0.0628727,0.0126936,0.0406828
2L,2570001,2575000,93,0.0171965,0.0102038,0.00977553,0.0327039,0.0122509,0.0297444
2L,2575001,2580000,77,0.00867548,0.0133187,0.00783551,0.0346297,0.0115043,0.0215421
2L,2580001,2585000,120,0.00922586,0.0296454,0.0117357,0.0360779,0.0278598,0.0202825
2L,2585001,2590000,157,0.0151322,0.0102811,0.0135816,0.0223357,0.0321806,0.0333851
2L,2590001,2595000,141,0.0195767,0.00856431,0.0208568,0.0219344,0.0404307,0.0334843
2L,2595001,2600000,205,0.00558645,0.013367,0.0112599,0.0111569,0.024453,0.0388867
2L,2600001,2605000,189,0.0207936,0.00636603,0.00580789,0.0188641,0.0294239,0.0161417
2L,2605001,2610000,114,0.026325,0.00660435,0.007099,0.0233781,0.0624616,0.0250224
2L,2610001,2615000,155,0.0207706,0.00729243,0.0131592,0.0263637,0.0591693,0.0194973
2L,2615001,2620000,147,0.0158955,0.0136306,0.00708833,0.0326186,0.0332192,0.0279423
2L,2620001,2625000,175,0.0061121,0.0173845,0.00536582,0.01974,0.0193341,0.0219391
2L,2625001,2630000,106,0.0111842,0.0101527,0.0079643,0.0119158,0.0283637,0.0177312
2L,2630001,2635000,167,0.015749,0.0126676,0.00879054,0.00702531,0.0309605,0.0259529
2L,2635001,2640000,171,0.0335717,0.00966095,0.0059367,0.0226673,0.0423769,0.0254676
2L,2640001,2645000,169,0.010716,0.0107468,0.0134891,0.0147607,0.0346886,0.0338376
2L,2645001,2650000,197,0.0228699,0.0126463,0.00436727,0.0278714,0.029603,0.0274721
2L,2650001,2655000,158,0.0158503,0.0131669,0.0220719,0.0243579,0.0477232,0.0700927
2L,2655001,2660000,181,0.022061,0.0111273,0.0125268,0.0268439,0.0568076,0.0285463
2L,2660001,2665000,60,0.00603616,0.00435367,0.0157052,0.00465646,0.0240116,0.0319529
2L,2665001,2670000,154,0.0141114,0.0109838,0.0126124,0.00978163,0.0212545,0.0200098
2L,2670001,2675000,190,0.022756,0.00618698,0.0239264,0.0315329,0.0566958,0.0351234
2L,2675001,2680000,165,0.0111593,0.0132415,0.0165138,0.0284887,0.0235107,0.0319935
2L,2680001,2685000,149,0.00828268,0.00871616,0.00536134,0.0182773,0.0217212,0.0242537
2L,2685001,2690000,235,0.0118782,0.0126031,0.000894799,0.0120351,0.023294,0.0236691
2L,2690001,2695000,151,0.0102107,0.00624642,0.0141342,0.0185064,0.0423318,0.0241922
2L,2695001,2700000,193,0.0184668,0.00431413,0.021075,0.00948155,0.0535156,0.0336878
2L,2700001,2705000,139,0.0125444,0.0139043,0.0222143,0.0157491,0.0602903,0.0573866
2L,2705001,2710000,166,0.0110535,0.00865234,0.00533624,0.0139011,0.0198727,0.0187492
2L,2710001,2715000,168,0.0151673,0.00771247,0.0145105,0.0188839,0.0411767,0.0296022
2L,2715001,2720000,187,0.00903391,0.00550476,0.0119957,0.00902303,0.0425006,0.0295932
2L,2720001,2725000,205,0.00787318,0.00719946,0.0194367,0.00999577,0.0346662,0.0369632
